protein_id,study,class,cluster30,split_group
3ZID_1,A,non_metal,100546,100546
9CQI_1,A,non_metal,9661,9661
2QU7_1,A,non_metal,257062,257062
2OTD_1,A,non_metal,41499,41499
3A0S_1,A,non_metal,24186,24186
9ZMY_1,A,non_metal,16363,16363
6TUN_2,A,non_metal,2425,2425
2I2L_1,A,non_metal,100718,100718
2G3Y_1,A,non_metal,69980,69980
3ZH9_1,A,non_metal,59548,59548
4UZZ_2,A,non_metal,9950,9950
2FP3_1,A,non_metal,46480,46480
2QFJ_2,A,non_metal,7724,7724
3G85_1,A,non_metal,137120,137120
5NAA_1,A,non_metal,3055,3055
2FU0_1,A,non_metal,5757,5757
1RF4_1,A,non_metal,564,564
4D3H_1,A,non_metal,20573,20573
8CDA_1,A,non_metal,8009,8009
1HKF_1,A,non_metal,98616,98616
7ALM_1,A,non_metal,11588,11588
7TXW_3,A,non_metal,8788,8788
7OTS_1,A,non_metal,23604,23604
4F7U_6,A,non_metal,60530,60530
2BEI_1,A,non_metal,10097,10097
1Z5O_1,A,non_metal,708,708
3RST_1,A,non_metal,31753,31753
3HIA_1,A,non_metal,90646,90646
2JII_1,A,non_metal,5668,5668
4YHU_1,A,non_metal,19244,19244
4C4V_1,A,non_metal,938,938
3U2R_1,A,non_metal,200879,200879
4V0P_1,A,non_metal,5284,5284
1R5Z_1,A,non_metal,10003,10003
1R52_1,A,non_metal,294,294
4E2A_1,A,non_metal,21413,21413
2I9C_1,A,non_metal,137244,137244
1AYA_1,A,non_metal,1200,1200
3ZO0_1,A,non_metal,30864,30864
4QMF_1,A,non_metal,3142,3142
2FHP_1,A,non_metal,98003,98003
2F2G_1,A,non_metal,28312,28312
8ER5_1,A,non_metal,85559,85559
1ZK8_1,A,non_metal,37741,37741
3ZH7_1,A,non_metal,26520,26520
1ZCJ_1,A,non_metal,8774,8774
2DWK_1,A,non_metal,8974,8974
2FIM_1,A,non_metal,32940,32940
4O7P_1,A,non_metal,8449,8449
1GSH_1,A,non_metal,3691,3691
3NDC_1,A,non_metal,10193,10193
4EWC_1,A,non_metal,117037,117037
24IC_1,A,non_metal,5441,5441
6JEC_1,A,non_metal,112951,112951
2AB1_1,A,non_metal,29022,29022
2A72_1,A,non_metal,15775,15775
2F06_1,A,non_metal,170378,170378
4A5X_1,A,non_metal,9504,9504
7F4P_2,A,non_metal,11070,11070
4LJ1_1,A,non_metal,40811,40811
2OB5_1,A,non_metal,3265,3265
8ZN9_1,A,non_metal,33961,33961
1C4Z_2,A,non_metal,5272,5272
4DOX_1,A,non_metal,53396,53396
4N1D_1,A,non_metal,12332,12332
2Z63_1,A,non_metal,5453,5453
6PX4_1,A,non_metal,52506,52506
2CSM_1,A,non_metal,4912,4912
4WW5_2,A,non_metal,8786,8786
4PHQ_1,A,non_metal,15908,15908
2EB3_1,A,non_metal,521,521
3R84_2,A,non_metal,9711,9711
1OCT_3,A,non_metal,16776,16776
5LAD_1,A,non_metal,59481,59481
3D1B_1,A,non_metal,57528,57528
3AQX_1,A,non_metal,11721,11721
2E9X_2,A,non_metal,7486,7486
2Q32_1,A,non_metal,9769,9769
2XER_1,A,non_metal,22468,22468
6Y0H_1,A,non_metal,1485,1485
1UDW_1,A,non_metal,668,668
7C31_1,A,non_metal,38354,38354
5AWF_1,A,non_metal,8152,8152
3IHY_1,A,non_metal,2305,2305
8CKM_1,A,non_metal,14262,14262
3WMX_1,A,non_metal,3533,3533
8HPP_2,A,non_metal,56813,56813
2OJH_1,A,non_metal,95238,95238
3LLI_1,A,non_metal,9020,9020
9FP8_1,A,non_metal,5039,5039
2EQ8_1,A,non_metal,9328,9328
2RAS_1,A,non_metal,206771,206771
6NUM_1,A,non_metal,12949,12949
4PDP_1,A,non_metal,8954,8954
2QBU_1,A,non_metal,69498,69498
6LIX_1,A,non_metal,43041,43041
8PVQ_1,A,non_metal,14470,14470
3JUA_1,A,non_metal,1406,1406
5WSY_1,A,non_metal,18606,18606
3UC2_1,A,non_metal,88238,88238
7D8U_1,A,non_metal,73624,73624
1PDQ_1,A,non_metal,69225,69225
3HR0_1,A,non_metal,7147,7147
2EEY_1,A,non_metal,691,691
7VID_1,A,non_metal,5604,5604
1IUU_1,A,non_metal,4476,4476
1PLR_1,A,non_metal,3310,3310
2ZGC_1,A,non_metal,8581,8581
9R2Z_2,A,non_metal,101284,101284
1VD6_1,A,non_metal,84793,84793
2QNU_1,A,non_metal,63370,63370
2G3M_1,A,non_metal,16140,16140
7FDO_2,A,non_metal,24364,24364
3C0R_1,A,non_metal,5701,5701
1X6O_1,A,non_metal,19290,19290
5WGB_2,A,non_metal,6366,6366
3ZHE_2,A,non_metal,92051,92051
1XQR_1,A,non_metal,24856,24856
1BY9_1,A,non_metal,16845,16845
6L3F_1,A,non_metal,32782,32782
2QW7_1,A,non_metal,7727,7727
7SBE_1,A,non_metal,172702,172702
1H3O_2,A,non_metal,5209,5209
2CA1_1,A,non_metal,61352,61352
1N7F_1,A,non_metal,10506,10506
3P5J_2,A,non_metal,15043,15043
8Z9B_1,A,non_metal,37452,37452
9S6C_1,A,non_metal,98494,98494
4MZY_1,A,non_metal,26092,26092
2WOZ_1,A,non_metal,15289,15289
3K32_1,A,non_metal,86452,86452
3D72_1,A,non_metal,16606,16606
8TE5_1,A,non_metal,12164,12164
2IGT_1,A,non_metal,118722,118722
3DOH_1,A,non_metal,79723,79723
6XY6_3,A,non_metal,69725,69725
3RG1_2,A,non_metal,20868,20868
2D1P_3,A,non_metal,3044,3044
6XG7_1,A,non_metal,40732,40732
6FG7_1,A,non_metal,13216,13216
3BJO_1,A,non_metal,9309,9309
1K3R_1,A,non_metal,239578,239578
2Z0W_1,A,non_metal,13492,13492
2OMK_1,A,non_metal,78732,78732
1BDO_1,A,non_metal,7054,7054
6JUF_1,A,non_metal,72218,72218
4FAY_1,A,non_metal,27559,27559
4F0J_1,A,non_metal,91369,91369
3A4R_1,A,non_metal,23962,23962
2FML_1,A,non_metal,117658,117658
3L9D_1,A,non_metal,13994,13994
1SBZ_1,A,non_metal,3149,3149
2GS5_1,A,non_metal,5797,5797
1YLM_1,A,non_metal,68871,68871
3KBQ_1,A,non_metal,10460,10460
c12riboseqorf747,B,microprotein,,
c16riboseqorf442,B,microprotein,,
c2riboseqorf376,B,microprotein,,
c15riboseqorf69,B,microprotein,,
c14riboseqorf320,B,microprotein,,
c19riboseqorf1701,B,microprotein,,
c9riboseqorf942,B,microprotein,,
c13riboseqorf114,B,microprotein,,
c1riboseqorf179,B,microprotein,,
c6riboseqorf349,B,microprotein,,
c16riboseqorf774,B,microprotein,,
c4riboseqorf175,B,microprotein,,
c8riboseqorf425,B,microprotein,,
c2riboseqorf481,B,microprotein,,
c17riboseqorf353,B,microprotein,,
c7riboseqorf847,B,microprotein,,
c1riboseqorf981,B,microprotein,,
c2riboseqorf450,B,microprotein,,
cXriboseqorf835,B,microprotein,,
c16riboseqorf775,B,microprotein,,
c8riboseqorf682,B,microprotein,,
c16riboseqorf963,B,microprotein,,
c9riboseqorf616,B,microprotein,,
c19riboseqorf979,B,microprotein,,
c8riboseqorf195,B,microprotein,,
c3riboseqorf1342,B,microprotein,,
c1riboseqorf268,B,microprotein,,
c3riboseqorf144,B,microprotein,,
c3riboseqorf1474,B,microprotein,,
cXriboseqorf419,B,microprotein,,
c3riboseqorf246,B,microprotein,,
c1riboseqorf196,B,microprotein,,
c6riboseqorf632,B,microprotein,,
c2riboseqorf245,B,microprotein,,
c7riboseqorf1169,B,microprotein,,
c14riboseqorf314,B,microprotein,,
c13riboseqorf435,B,microprotein,,
c4riboseqorf832,B,microprotein,,
c8riboseqorf683,B,microprotein,,
c14riboseqorf491,B,microprotein,,
c2riboseqorf164,B,microprotein,,
c13riboseqorf496,B,microprotein,,
c17riboseqorf150,B,microprotein,,
c4riboseqorf1228,B,microprotein,,
c12riboseqorf372,B,microprotein,,
c2riboseqorf796,B,microprotein,,
c11riboseqorf33,B,microprotein,,
c19riboseqorf276,B,microprotein,,
c5riboseqorf266,B,microprotein,,
c1riboseqorf1171,B,microprotein,,
c3riboseqorf912,B,microprotein,,
c15riboseqorf735,B,microprotein,,
c8riboseqorf671,B,microprotein,,
c1riboseqorf868,B,microprotein,,
c16riboseqorf118,B,microprotein,,
c20riboseqorf157,B,microprotein,,
c13riboseqorf469,B,microprotein,,
c18riboseqorf64,B,microprotein,,
c10riboseqorf639,B,microprotein,,
c18riboseqorf12,B,microprotein,,
c10riboseqorf791,B,microprotein,,
c11riboseqorf722,B,microprotein,,
c22riboseqorf229,B,microprotein,,
c3riboseqorf300,B,microprotein,,
c11riboseqorf713,B,microprotein,,
c3riboseqorf986,B,microprotein,,
c16riboseqorf183,B,microprotein,,
c9riboseqorf787,B,microprotein,,
c11riboseqorf287,B,microprotein,,
c1riboseqorf1758,B,microprotein,,
c1riboseqorf692,B,microprotein,,
c19riboseqorf821,B,microprotein,,
c16riboseqorf374,B,microprotein,,
c2riboseqorf198,B,microprotein,,
c21riboseqorf43,B,microprotein,,
c5riboseqorf567,B,microprotein,,
c16riboseqorf163,B,microprotein,,
c19riboseqorf226,B,microprotein,,
c20riboseqorf605,B,microprotein,,
c1riboseqorf2803,B,microprotein,,
c2riboseqorf14,B,microprotein,,
c14riboseqorf906,B,microprotein,,
c9riboseqorf224,B,microprotein,,
c17riboseqorf1050,B,microprotein,,
c20riboseqorf655,B,microprotein,,
c7riboseqorf328,B,microprotein,,
c4riboseqorf232,B,microprotein,,
c2riboseqorf207,B,microprotein,,
c2riboseqorf703,B,microprotein,,
c6riboseqorf1138,B,microprotein,,
c14riboseqorf571,B,microprotein,,
c2riboseqorf929,B,microprotein,,
c12riboseqorf42,B,microprotein,,
c22riboseqorf580,B,microprotein,,
c10riboseqorf877,B,microprotein,,
c17riboseqorf131,B,microprotein,,
c11riboseqorf481,B,microprotein,,
c8riboseqorf128,B,microprotein,,
c1riboseqorf2727,B,microprotein,,
c4riboseqorf274,B,microprotein,,
c20riboseqorf38,B,microprotein,,
c8riboseqorf200,B,microprotein,,
c8riboseqorf972,B,microprotein,,
c8riboseqorf915,B,microprotein,,
c13riboseqorf393,B,microprotein,,
c19riboseqorf66,B,microprotein,,
c10riboseqorf601,B,microprotein,,
c14riboseqorf960,B,microprotein,,
cXriboseqorf752,B,microprotein,,
c16riboseqorf613,B,microprotein,,
c12riboseqorf359,B,microprotein,,
c12riboseqorf254,B,microprotein,,
c1riboseqorf550,B,microprotein,,
c21riboseqorf35,B,microprotein,,
c6riboseqorf709,B,microprotein,,
c9riboseqorf882,B,microprotein,,
c10riboseqorf1085,B,microprotein,,
c10riboseqorf181,B,microprotein,,
c11riboseqorf132,B,microprotein,,
c6riboseqorf137,B,microprotein,,
c1riboseqorf270,B,microprotein,,
c15riboseqorf650,B,microprotein,,
c15riboseqorf736,B,microprotein,,
c12riboseqorf504,B,microprotein,,
c17riboseqorf858,B,microprotein,,
c2riboseqorf1464,B,microprotein,,
c1riboseqorf1875,B,microprotein,,
c16riboseqorf280,B,microprotein,,
c6riboseqorf338,B,microprotein,,
c3riboseqorf778,B,microprotein,,
c14riboseqorf260,B,microprotein,,
c12riboseqorf1595,B,microprotein,,
c3riboseqorf302,B,microprotein,,
c7riboseqorf125,B,microprotein,,
c9riboseqorf55,B,microprotein,,
c21riboseqorf196,B,microprotein,,
c13riboseqorf232,B,microprotein,,
c8riboseqorf94,B,microprotein,,
c8riboseqorf567,B,microprotein,,
c9riboseqorf1034,B,microprotein,,
c8riboseqorf427,B,microprotein,,
c1riboseqorf2867,B,microprotein,,
c11riboseqorf209,B,microprotein,,
c14riboseqorf1012,B,microprotein,,
c2riboseqorf1235,B,microprotein,,
c6riboseqorf631,B,microprotein,,
c5riboseqorf1296,B,microprotein,,
c19riboseqorf1369,B,microprotein,,
c10riboseqorf86,B,microprotein,,
c14riboseqorf472,B,microprotein,,
cXriboseqorf672,B,microprotein,,
c6riboseqorf1344,B,microprotein,,
c4riboseqorf235,B,microprotein,,
c10riboseqorf1075,B,microprotein,,
c16riboseqorf177,B,microprotein,,
c2riboseqorf1667,B,microprotein,,
c1riboseqorf2650,B,microprotein,,
c16riboseqorf486,B,microprotein,,
c1riboseqorf2721,B,microprotein,,
c9riboseqorf633,B,microprotein,,
c7riboseqorf381,B,microprotein,,
c1riboseqorf538,B,microprotein,,
c1riboseqorf402,B,microprotein,,
c12riboseqorf301,B,microprotein,,
c13riboseqorf6,B,microprotein,,
c2riboseqorf1805,B,microprotein,,
c17riboseqorf1113,B,microprotein,,
c15riboseqorf647,B,microprotein,,
c6riboseqorf1065,B,microprotein,,
c1riboseqorf1600,B,microprotein,,
c13riboseqorf65,B,microprotein,,
c17riboseqorf1461,B,microprotein,,
c10riboseqorf1009,B,microprotein,,
c19riboseqorf393,B,microprotein,,
c17riboseqorf100,B,microprotein,,
c2riboseqorf62,B,microprotein,,
c22riboseqorf88,B,microprotein,,
c11riboseqorf1269,B,microprotein,,
c11riboseqorf94,B,microprotein,,
c11riboseqorf334,B,microprotein,,
c12riboseqorf660,B,microprotein,,
c1riboseqorf989,B,microprotein,,
c1riboseqorf1332,B,microprotein,,
c2riboseqorf310,B,microprotein,,
c10riboseqorf318,B,microprotein,,
c17riboseqorf412,B,microprotein,,
c3riboseqorf703,B,microprotein,,
c9riboseqorf416,B,microprotein,,
c22riboseqorf339,B,microprotein,,
c4riboseqorf1000,B,microprotein,,
c19riboseqorf1566,B,microprotein,,
c11riboseqorf1268,B,microprotein,,
c8riboseqorf369,B,microprotein,,
c3riboseqorf903,B,microprotein,,
c17riboseqorf668,B,microprotein,,
c14riboseqorf118,B,microprotein,,
c12riboseqorf829,B,microprotein,,
c7riboseqorf1296,B,microprotein,,
c11riboseqorf1543,B,microprotein,,
c8riboseqorf1125,B,microprotein,,
c17riboseqorf902,B,microprotein,,
c10riboseqorf354,B,microprotein,,
c12riboseqorf388,B,microprotein,,
c5riboseqorf1297,B,microprotein,,
c1riboseqorf2519,B,microprotein,,
c6riboseqorf367,B,microprotein,,
c2riboseqorf203,B,microprotein,,
c14riboseqorf202,B,microprotein,,
c8riboseqorf76,B,microprotein,,
c18riboseqorf231,B,microprotein,,
c5riboseqorf144,B,microprotein,,
c5riboseqorf591,B,microprotein,,
cXriboseqorf677,B,microprotein,,
c3riboseqorf260,B,microprotein,,
c5riboseqorf76,B,microprotein,,
c2riboseqorf1352,B,microprotein,,
c5riboseqorf731,B,microprotein,,
c15riboseqorf885,B,microprotein,,
c18riboseqorf72,B,microprotein,,
c16riboseqorf246,B,microprotein,,
c17riboseqorf1478,B,microprotein,,
c14riboseqorf214,B,microprotein,,
c18riboseqorf273,B,microprotein,,
c19riboseqorf363,B,microprotein,,
c20riboseqorf96,B,microprotein,,
c7riboseqorf722,B,microprotein,,
c18riboseqorf435,B,microprotein,,
c11riboseqorf52,B,microprotein,,
c1riboseqorf96,B,microprotein,,
c13riboseqorf90,B,microprotein,,
c22riboseqorf137,B,microprotein,,
c1riboseqorf422,B,microprotein,,
c19riboseqorf23,B,microprotein,,
c11riboseqorf1024,B,microprotein,,
c7riboseqorf170,B,microprotein,,
c17riboseqorf528,B,microprotein,,
c1riboseqorf840,B,microprotein,,
c11riboseqorf414,B,microprotein,,
c22riboseqorf27,B,microprotein,,
c21riboseqorf216,B,microprotein,,
c14riboseqorf169,B,microprotein,,
c19riboseqorf1655,B,microprotein,,
c8riboseqorf817,B,microprotein,,
c2riboseqorf29,B,microprotein,,
c12riboseqorf1086,B,microprotein,,
c6riboseqorf84,B,microprotein,,
c7riboseqorf217,B,microprotein,,
c16riboseqorf129,B,microprotein,,
c10riboseqorf119,B,microprotein,,
c4riboseqorf34,B,microprotein,,
c20riboseqorf93,B,microprotein,,
c11riboseqorf614,B,microprotein,,
c14riboseqorf931,B,microprotein,,
c7riboseqorf322,B,microprotein,,
c9riboseqorf254,B,microprotein,,
c7riboseqorf425,B,microprotein,,
c3riboseqorf1394,B,microprotein,,
c8riboseqorf996,B,microprotein,,
c1riboseqorf1842,B,microprotein,,
c9riboseqorf306,B,microprotein,,
c2riboseqorf1355,B,microprotein,,
c5riboseqorf535,B,microprotein,,
c1riboseqorf107,B,microprotein,,
c5riboseqorf1130,B,microprotein,,
c1riboseqorf1686,B,microprotein,,
c6riboseqorf363,B,microprotein,,
c5riboseqorf954,B,microprotein,,
c10riboseqorf228,B,microprotein,,
c16riboseqorf402,B,microprotein,,
c3riboseqorf1020,B,microprotein,,
c3riboseqorf58,B,microprotein,,
c14riboseqorf51,B,microprotein,,
c1riboseqorf1120,B,microprotein,,
c15riboseqorf324,B,microprotein,,
c5riboseqorf1178,B,microprotein,,
cXriboseqorf201,B,microprotein,,
c9riboseqorf749,B,microprotein,,
c16riboseqorf756,B,microprotein,,
c19riboseqorf87,B,microprotein,,
c12riboseqorf694,B,microprotein,,
c7riboseqorf136,B,microprotein,,
c11riboseqorf730,B,microprotein,,
c18riboseqorf45,B,microprotein,,
c12riboseqorf1142,B,microprotein,,
c14riboseqorf908,B,microprotein,,
c12riboseqorf1579,B,microprotein,,
c11riboseqorf226,B,microprotein,,
c14riboseqorf1,B,microprotein,,
c3riboseqorf956,B,microprotein,,
c6riboseqorf403,B,microprotein,,
c12riboseqorf1062,B,microprotein,,
c1riboseqorf208,B,microprotein,,
c7riboseqorf1365,B,microprotein,,
c19riboseqorf120,B,microprotein,,
c8riboseqorf296,B,microprotein,,
c17riboseqorf67,B,microprotein,,
c4riboseqorf621,B,microprotein,,
c16riboseqorf551,B,microprotein,,
c3riboseqorf638,B,microprotein,,
P0DUH7,B,size_matched_short,,
Q8WZA8,B,size_matched_short,,
P0DN84,B,size_matched_short,,
O00631,B,size_matched_short,,
C0HLV8,B,size_matched_short,,
Q14602,B,size_matched_short,,
Q9NRI6,B,size_matched_short,,
P0DPQ6,B,size_matched_short,,
P0C6T2,B,size_matched_short,,
Q6NVV0,B,size_matched_short,,
A0A3G1DJQ2,B,size_matched_short,,
P0C5K6,B,size_matched_short,,
Q86Y28,B,size_matched_short,,
Q6NUR6,B,size_matched_short,,
E0CX11,B,size_matched_short,,
P0CG34,B,size_matched_short,,
Q13072,B,size_matched_short,,
Q05BU3,B,size_matched_short,,
Q9P1C3,B,size_matched_short,,
Q86Y27,B,size_matched_short,,
P63313,B,size_matched_short,,
A0A1B0GTB2,B,size_matched_short,,
C0HLU2,B,size_matched_short,,
P62328,B,size_matched_short,,
Q3LI60,B,size_matched_short,,
Q9BTK2,B,size_matched_short,,
Q3LI62,B,size_matched_short,,
Q8IVK1,B,size_matched_short,,
P0DMW2,B,size_matched_short,,
Q9UHU1,B,size_matched_short,,
Q3LI68,B,size_matched_short,,
Q96IR3,B,size_matched_short,,
Q9BZS9,B,size_matched_short,,
P0C841,B,size_matched_short,,
A0A0A0MT76,B,size_matched_short,,
P0DW81,B,size_matched_short,,
P0DMT0,B,size_matched_short,,
O14604,B,size_matched_short,,
Q3MIV0,B,size_matched_short,,
O97980,B,size_matched_short,,
P0CW21,B,size_matched_short,,
Q538Z0,B,size_matched_short,,
Q9NRQ5,B,size_matched_short,,
Q00LT1,B,size_matched_short,,
A0A0U1RRN3,B,size_matched_short,,
P62891,B,size_matched_short,,
P56381,B,size_matched_short,,
A2JGV3,B,size_matched_short,,
Q8N4H5,B,size_matched_short,,
Q9P0U1,B,size_matched_short,,
Q96EH5,B,size_matched_short,,
Q8NCU8,B,size_matched_short,,
A0A1B0GVM5,B,size_matched_short,,
Q13794,B,size_matched_short,,
Q96IX5,B,size_matched_short,,
P84101,B,size_matched_short,,
A0A7L8Y648,B,size_matched_short,,
Q96KF2,B,size_matched_short,,
P04553,B,size_matched_short,,
P0DPP9,B,size_matched_short,,
Q59GN2,B,size_matched_short,,
O75438,B,size_matched_short,,
A0A1B0GUW7,B,size_matched_short,,
P0DMC3,B,size_matched_short,,
Q3LI63,B,size_matched_short,,
Q86SY8,B,size_matched_short,,
Q9BWJ2,B,size_matched_short,,
Q96IT6,B,size_matched_short,,
A6NJ69,B,size_matched_short,,
Q9BZ97,B,size_matched_short,,
P0C7T4,B,size_matched_short,,
Q3LHN1,B,size_matched_short,,
A0A1B0GTU2,B,size_matched_short,,
Q3LI70,B,size_matched_short,,
P0DQW1,B,size_matched_short,,
A0A286YFK9,B,size_matched_short,,
A0A1B0GV90,B,size_matched_short,,
Q8TCZ7,B,size_matched_short,,
P56378,B,size_matched_short,,
O15225,B,size_matched_short,,
P58511,B,size_matched_short,,
Q8WXC6,B,size_matched_short,,
Q5SY13,B,size_matched_short,,
A6NKN8,B,size_matched_short,,
Q3LI54,B,size_matched_short,,
O14610,B,size_matched_short,,
Q4QY38,B,size_matched_short,,
Q30KQ1,B,size_matched_short,,
Q96HZ7,B,size_matched_short,,
Q8WVX3,B,size_matched_short,,
A6NGU7,B,size_matched_short,,
Q30KQ9,B,size_matched_short,,
A0A0U1RRA0,B,size_matched_short,,
Q9UDW1,B,size_matched_short,,
P10176,B,size_matched_short,,
P56385,B,size_matched_short,,
P0DI80,B,size_matched_short,,
P15954,B,size_matched_short,,
Q16612,B,size_matched_short,,
P31358,B,size_matched_short,,
P0CW23,B,size_matched_short,,
A0A590UK83,B,size_matched_short,,
Q8N688,B,size_matched_short,,
P50151,B,size_matched_short,,
Q9Y5L5,B,size_matched_short,,
Q9UI25,B,size_matched_short,,
Q9NPE3,B,size_matched_short,,
Q8N6R1,B,size_matched_short,,
A0A0C4DGP1,B,size_matched_short,,
Q9BZA0,B,size_matched_short,,
Q9BZL3,B,size_matched_short,,
P0DJ07,B,size_matched_short,,
A8MXU0,B,size_matched_short,,
Q9UH64,B,size_matched_short,,
Q9HBF5,B,size_matched_short,,
Q13166,B,size_matched_short,,
Q9BS18,B,size_matched_short,,
A0A096LNP1,B,size_matched_short,,
Q9Y675,B,size_matched_short,,
Q3LI64,B,size_matched_short,,
A0A1B0GV22,B,size_matched_short,,
Q69YU5,B,size_matched_short,,
Q7Z4L0,B,size_matched_short,,
B2RUZ4,B,size_matched_short,,
Q9HC47,B,size_matched_short,,
Q8NES8,B,size_matched_short,,
Q96GX8,B,size_matched_short,,
B1AMM8,B,size_matched_short,,
Q8NFR3,B,size_matched_short,,
Q9NRR8,B,size_matched_short,,
P61024,B,size_matched_short,,
P59037,B,size_matched_short,,
Q8NG35,B,size_matched_short,,
A0A1B0GUV1,B,size_matched_short,,
O60756,B,size_matched_short,,
P81172,B,size_matched_short,,
A6NC62,B,size_matched_short,,
Q4G0N7,B,size_matched_short,,
P22528,B,size_matched_short,,
Q8TAF5,B,size_matched_short,,
Q9H3K6,B,size_matched_short,,
A0A1B0GUI7,B,size_matched_short,,
Q6UWT4,B,size_matched_short,,
O00483,B,size_matched_short,,
P55774,B,size_matched_short,,
P82921,B,size_matched_short,,
O75531,B,size_matched_short,,
A0A2R8Y7D0,B,size_matched_short,,
B3EWG3,B,size_matched_short,,
Q9P1F3,B,size_matched_short,,
A0A1B0GUC4,B,size_matched_short,,
P0C7L1,B,size_matched_short,,
A4D0Y5,B,size_matched_short,,
P0C8F1,B,size_matched_short,,
A0A1B0GWG4,B,size_matched_short,,
P0DP57,B,size_matched_short,,
Q96KT6,B,size_matched_short,,
Q6EEV6,B,size_matched_short,,
Q9Y258,B,size_matched_short,,
Q99731,B,size_matched_short,,
Q9H2U6,B,size_matched_short,,
Q96FQ7,B,size_matched_short,,
P80075,B,size_matched_short,,
P58550,B,size_matched_short,,
P03901,B,size_matched_short,,
O43676,B,size_matched_short,,
P08493,B,size_matched_short,,
A0A1B0GUA5,B,size_matched_short,,
Q9GZT3,B,size_matched_short,,
Q9P021,B,size_matched_short,,
Q96BM0,B,size_matched_short,,
A0A087WT01,B,size_matched_short,,
P27469,B,size_matched_short,,
Q96B45,B,size_matched_short,,
Q9BV40,B,size_matched_short,,
Q9BU68,B,size_matched_short,,
P61604,B,size_matched_short,,
P05114,B,size_matched_short,,
A0A087WT03,B,size_matched_short,,
O95164,B,size_matched_short,,
A0A075B6N1,B,size_matched_short,,
A0A0B4J271,B,size_matched_short,,
P51808,B,size_matched_short,,
A0A0C4DH43,B,size_matched_short,,
A0A0B4J272,B,size_matched_short,,
A0A1B0GXF2,B,size_matched_short,,
Q9BRA0,B,size_matched_short,,
Q96LL3,B,size_matched_short,,
P09912,B,size_matched_short,,
Q9H840,B,size_matched_short,,
Q8WZ26,B,size_matched_short,,
A6NFH5,B,size_matched_short,,
Q5TYM5,B,size_matched_short,,
Q96B42,B,size_matched_short,,
Q8N5K1,B,general_background,,
Q8TB40,B,general_background,,
Q9Y4H2,B,general_background,,
Q9H2H8,B,general_background,,
Q9NNZ3,B,general_background,,
P51685,B,general_background,,
P68400,B,general_background,,
P42345,B,general_background,,
P40238,B,general_background,,
Q9HAN9,B,general_background,,
Q9NX18,B,general_background,,
Q3MIP1,B,general_background,,
Q495N2,B,general_background,,
P52306,B,general_background,,
Q969E1,B,general_background,,
Q8WTQ7,B,general_background,,
Q9BV35,B,general_background,,
Q6IEE7,B,general_background,,
Q9UDW3,B,general_background,,
Q5JZY3,B,general_background,,
Q701N2,B,general_background,,
Q8WXA2,B,general_background,,
Q9NV66,B,general_background,,
Q96C00,B,general_background,,
Q96N03,B,general_background,,
P02538,B,general_background,,
Q9Y5E1,B,general_background,,
Q8WUJ3,B,general_background,,
P54296,B,general_background,,
Q9BV19,B,general_background,,
O95786,B,general_background,,
Q5D0E6,B,general_background,,
O43583,B,general_background,,
Q9BVW5,B,general_background,,
Q5VXU1,B,general_background,,
Q9NQS5,B,general_background,,
O00559,B,general_background,,
P43359,B,general_background,,
P06132,B,general_background,,
P12314,B,general_background,,
Q9NS69,B,general_background,,
O00142,B,general_background,,
Q9BYT3,B,general_background,,
O75800,B,general_background,,
P35499,B,general_background,,
Q9BTD1,B,general_background,,
A6NMB9,B,general_background,,
Q8IYJ3,B,general_background,,
Q8TBB1,B,general_background,,
Q63ZY6,B,general_background,,
P52849,B,general_background,,
A0A1B0GTD5,B,general_background,,
Q8NFA0,B,general_background,,
Q14687,B,general_background,,
P27708,B,general_background,,
Q9Y231,B,general_background,,
P35542,B,general_background,,
Q96KR7,B,general_background,,
Q9HC29,B,general_background,,
Q04844,B,general_background,,
Q96LA5,B,general_background,,
Q9UJU5,B,general_background,,
Q9Y283,B,general_background,,
P57078,B,general_background,,
Q9Y680,B,general_background,,
P56856,B,general_background,,
P0C7V7,B,general_background,,
Q96AJ1,B,general_background,,
P48200,B,general_background,,
Q32NC0,B,general_background,,
Q14119,B,general_background,,
Q9Y5F7,B,general_background,,
Q9BRJ9,B,general_background,,
Q9NPH3,B,general_background,,
Q9ULT0,B,general_background,,
Q96KS9,B,general_background,,
Q9NQ25,B,general_background,,
Q5T124,B,general_background,,
Q15269,B,general_background,,
Q9Y383,B,general_background,,
Q16674,B,general_background,,
O95405,B,general_background,,
Q9NPD8,B,general_background,,
O60831,B,general_background,,
Q6P2D0,B,general_background,,
P14410,B,general_background,,
Q14117,B,general_background,,
Q9BZW4,B,general_background,,
P01042,B,general_background,,
Q0JRZ9,B,general_background,,
Q6NYC1,B,general_background,,
Q9UBP8,B,general_background,,
Q8TEB9,B,general_background,,
A0A1B0GVH6,B,general_background,,
P15428,B,general_background,,
A0A0C4DH67,B,general_background,,
Q8NC69,B,general_background,,
Q9BUE0,B,general_background,,
Q9P2P5,B,general_background,,
P04435,B,general_background,,
O95954,B,general_background,,
A6NF89,B,general_background,,
Q8N2X6,B,general_background,,
Q9UNW1,B,general_background,,
A8MXQ7,B,general_background,,
O43692,B,general_background,,
Q96BH3,B,general_background,,
Q7Z7M0,B,general_background,,
Q6Y2X3,B,general_background,,
Q5BJH2,B,general_background,,
Q96QE5,B,general_background,,
Q8IVT5,B,general_background,,
O75908,B,general_background,,
